Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Temperature difference [K],Mechanical power [W],Torque-speed interaction,Tool wear-torque interaction,Type_H,Type_L,Type_M,Machine failure
301.2,311.0,1544,39.3,217,9.800000000000011,6354.310964856859,60679.2,8528.099999999999,0,1,0,0
303.6,312.0,1435,37.9,98,8.399999999999977,5695.340961815376,54386.5,3714.2,0,0,1,0
300.4,311.8,2496,13.5,5,11.400000000000034,3528.6368685120556,33696.0,67.5,1,0,0,0
297.4,309.3,1759,24.8,81,11.900000000000034,4568.210821535942,43623.200000000004,2008.8,0,1,0,0
298.3,310.1,1389,49.6,75,11.800000000000011,7214.604697115888,68894.40000000001,3720.0,0,0,1,0
301.3,310.6,1458,48.0,104,9.300000000000011,7328.7073422942685,69984.0,4992.0,0,1,0,0
302.4,311.9,1541,37.9,192,9.5,6116.042106033096,58403.899999999994,7276.799999999999,0,1,0,0
300.0,311.4,1476,39.0,92,11.399999999999977,6028.087983708095,57564.0,3588.0,0,1,0,0
301.7,311.0,2016,19.3,180,9.300000000000011,4074.520007999818,38908.8,3474.0,1,0,0,0
299.1,310.4,1505,46.1,176,11.299999999999955,7265.508970079555,69380.5,8113.6,0,1,0,0
296.8,307.5,1443,39.2,13,10.699999999999989,5923.5357801966275,56565.600000000006,509.6,0,0,1,0
300.4,310.8,1520,37.6,151,10.400000000000034,5984.943444598796,57152.0,5677.6,0,1,0,0
300.5,309.3,1578,30.5,34,8.800000000000011,5040.057094154105,48129.0,1037.0,0,0,1,0
303.5,312.3,1543,33.3,71,8.800000000000011,5380.699985582845,51381.899999999994,2364.2999999999997,0,0,1,0
299.3,310.4,1393,44.9,162,11.099999999999966,6549.770387787705,62545.7,7273.8,1,0,0,0
302.3,311.5,1526,38.2,47,9.199999999999989,6104.4496291413525,58293.200000000004,1795.4,1,0,0,0
299.7,309.2,1631,35.1,177,9.5,5995.007013065794,57248.100000000006,6212.7,0,1,0,0
298.5,309.5,1579,38.6,126,11.0,6382.606242690191,60949.4,4863.6,0,1,0,0
301.4,310.0,1776,25.6,30,8.600000000000023,4761.146498368404,45465.600000000006,768.0,0,1,0,0
300.7,309.7,1507,52.4,163,9.0,8269.38395858315,78966.8,8541.199999999999,0,1,0,0
301.9,310.9,1567,39.0,214,9.0,6399.738394627768,61113.0,8346.0,0,1,0,1
301.0,310.4,1517,46.1,145,9.399999999999977,7323.439938611751,69933.7,6684.5,0,0,1,0
297.2,308.5,1653,33.3,207,11.300000000000011,5764.28844858616,55044.899999999994,6893.099999999999,1,0,0,0
303.4,312.0,1748,28.4,200,8.600000000000023,5198.623747356294,49643.2,5680.0,0,0,1,0
301.1,310.1,1457,39.6,215,9.0,6042.0366550900335,57697.200000000004,8514.0,0,1,0,0
303.3,312.7,1262,63.8,100,9.399999999999977,8431.573915312478,80515.59999999999,6380.0,0,1,0,0
300.0,309.4,1395,44.5,181,9.399999999999977,6500.740598440679,62077.5,8054.5,0,1,0,0
299.5,309.2,1590,35.9,22,9.699999999999989,5977.508341985298,57081.0,789.8,0,0,1,0
300.5,311.8,1591,42.0,182,11.300000000000011,6997.583476605905,66822.0,7644.0,0,0,1,0
297.2,308.3,1796,23.8,61,11.100000000000023,4476.224988638834,42744.8,1451.8,0,1,0,0
301.1,311.3,1654,30.7,28,10.199999999999989,5317.438781515059,50777.799999999996,859.6,0,0,1,0
302.4,312.0,1621,32.5,169,9.600000000000023,5516.898499091476,52682.5,5492.5,0,1,0,0
300.4,311.6,1815,23.5,49,11.200000000000045,4466.559355241288,42652.5,1151.5,0,1,0,0
297.1,307.8,1454,50.6,94,10.699999999999989,7704.483711565657,73572.40000000001,4756.400000000001,0,1,0,0
300.5,309.9,1735,27.0,107,9.399999999999977,4905.596928580462,46845.0,2889.0,0,0,1,0
298.8,308.5,1577,33.2,0,9.699999999999989,5482.749386946955,52356.4,0.0,0,0,1,0
300.0,309.6,1514,44.6,98,9.600000000000023,7071.138632601954,67524.40000000001,4370.8,0,1,0,0
298.0,309.2,1458,39.8,87,11.199999999999989,6076.719837985664,58028.399999999994,3462.6,0,1,0,0
298.0,309.1,1557,36.4,65,11.100000000000023,5934.971177455694,56674.799999999996,2366.0,1,0,0,0
299.0,310.0,1569,34.3,132,11.0,5635.671645348194,53816.7,4527.599999999999,1,0,0,0
298.2,308.1,1379,62.3,149,9.900000000000034,8996.652185913674,85911.7,9282.699999999999,0,1,0,0
299.9,309.2,1353,49.8,182,9.300000000000011,7055.954268109603,67379.4,9063.6,0,0,1,0
303.3,311.5,1601,35.2,10,8.199999999999989,5901.50274371945,56355.200000000004,352.0,0,1,0,0
300.8,310.5,1511,35.8,54,9.699999999999989,5664.689489491851,54093.799999999996,1933.1999999999998,0,0,1,0
300.9,311.1,1471,39.3,91,10.200000000000045,6053.880459394067,57810.299999999996,3576.2999999999997,0,1,0,0
302.7,310.7,1433,43.7,13,8.0,6557.770977078846,62622.100000000006,568.1,0,1,0,0
302.5,312.0,1642,29.1,46,9.5,5003.740283078607,47782.200000000004,1338.6000000000001,0,0,1,0
302.8,312.1,1418,51.4,54,9.300000000000011,7632.5202958474265,72885.2,2775.6,0,1,0,0
300.1,309.3,1520,38.2,158,9.199999999999989,6080.447861267926,58064.00000000001,6035.6,1,0,0,0
298.2,307.9,1313,67.3,67,9.699999999999989,9253.550689173224,88364.9,4509.099999999999,0,1,0,1
300.6,310.6,1830,26.2,78,10.0,5020.893378967207,47946.0,2043.6,1,0,0,0
297.4,308.4,1340,52.6,15,11.0,7381.0672198541,70484.0,789.0,0,0,1,0
302.5,311.5,1700,29.5,133,9.0,5251.695719250937,50150.0,3923.5,0,1,0,0
301.2,312.4,1378,59.0,95,11.199999999999989,8513.925530738577,81302.0,5605.0,0,1,0,0
303.7,313.1,2130,18.1,185,9.400000000000034,4037.260719128243,38553.0,3348.5000000000005,0,0,1,0
297.0,308.1,1573,34.9,93,11.100000000000023,5748.873700632546,54897.7,3245.7,0,0,1,0
298.3,307.9,1420,39.2,176,9.599999999999966,5829.1204489807415,55664.00000000001,6899.200000000001,1,0,0,0
300.3,311.5,1667,28.8,56,11.199999999999989,5027.5535553928175,48009.6,1612.8,0,1,0,0
303.0,311.1,1980,20.2,137,8.100000000000023,4188.371325765912,39996.0,2767.4,0,1,0,0
298.4,308.3,1318,59.1,22,9.900000000000034,8157.019661339754,77893.8,1300.2,0,1,0,0
303.4,311.7,1673,32.2,166,8.300000000000011,5641.316040149143,53870.600000000006,5345.200000000001,0,1,0,0
298.6,308.4,1778,28.2,161,9.799999999999955,5250.606633797693,50139.6,4540.2,0,0,1,0
298.4,308.1,1395,44.0,92,9.700000000000045,6427.698569244716,61380.0,4048.0,0,1,0,0
298.6,309.4,1525,37.8,54,10.799999999999955,6036.5702838727875,57644.99999999999,2041.1999999999998,0,1,0,0
297.0,307.9,1882,24.2,97,10.899999999999977,4769.398415071832,45544.4,2347.4,0,0,1,0
300.0,309.1,1791,28.2,108,9.100000000000023,5288.99689602456,50506.2,3045.6,0,1,0,0
302.2,311.2,1377,43.0,91,9.0,6200.561420390175,59211.0,3913.0,0,0,1,0
297.4,308.9,1708,28.8,174,11.5,5151.206642238112,49190.4,5011.2,0,1,0,0
302.6,311.0,1506,37.2,95,8.399999999999977,5866.735785019724,56023.200000000004,3534.0000000000005,0,1,0,0
300.7,311.6,1348,62.5,36,10.900000000000034,8822.639368831336,84250.0,2250.0,0,0,1,0
298.9,308.9,1830,24.9,35,10.0,4771.765081537536,45567.0,871.5,0,1,0,0
298.8,308.9,1379,46.7,204,10.099999999999966,6743.878925877506,64399.3,9526.800000000001,0,1,0,0
300.5,310.0,1521,45.1,86,9.5,7183.471513918812,68597.1,3878.6,0,1,0,0
296.7,308.0,1580,32.2,39,11.300000000000011,5327.722261467811,50876.00000000001,1255.8000000000002,0,1,0,0
298.0,308.8,1581,36.1,73,10.800000000000011,5976.7857756749745,57074.100000000006,2635.3,0,1,0,0
296.1,307.1,1350,53.3,22,11.0,7535.109979635118,71955.0,1172.6,0,0,1,0
299.6,309.1,1588,41.3,0,9.5,6867.982307669814,65584.4,0.0,1,0,0,0
297.3,308.8,1419,42.4,139,11.5,6300.526898627401,60165.6,5893.599999999999,1,0,0,0
298.9,309.8,1390,49.9,21,10.900000000000034,7263.466934854721,69361.0,1047.8999999999999,0,1,0,0
300.6,310.6,1419,39.6,3,10.0,5884.4543675859695,56192.4,118.80000000000001,1,0,0,0
301.8,310.5,1548,34.1,93,8.699999999999989,5527.820769550457,52786.8,3171.3,0,1,0,0
298.5,308.9,1781,27.8,113,10.399999999999977,5184.86357153357,49511.8,3141.4,0,1,0,0
300.7,310.8,1518,40.1,142,10.100000000000023,6374.479989692906,60871.8,5694.2,1,0,0,0
301.3,311.1,1438,43.0,137,9.800000000000011,6475.241338069042,61834.0,5891.0,0,0,1,0
300.8,311.1,1480,41.1,176,10.300000000000011,6369.893264418664,60828.0,7233.6,0,1,0,0
303.8,313.0,1365,59.9,205,9.199999999999989,8562.2536977263,81763.5,12279.5,0,1,0,1
298.6,309.8,1561,32.6,201,11.199999999999989,5329.041730382319,50888.600000000006,6552.6,0,1,0,0
298.0,308.0,1401,54.7,65,10.0,8025.16701766859,76634.7,3555.5,0,1,0,0
300.4,309.6,1319,48.1,26,9.200000000000045,6643.829671836183,63443.9,1250.6000000000001,0,1,0,0
302.3,310.8,1721,28.4,215,8.5,5118.324639130539,48876.399999999994,6106.0,0,0,1,0
301.1,310.7,2636,12.2,100,9.599999999999966,3367.703548844162,32159.199999999997,1220.0,0,0,1,1
300.3,309.5,1665,31.4,32,9.199999999999989,5474.853517410932,52281.0,1004.8,0,0,1,0
301.6,311.1,1325,49.2,104,9.5,6826.680836250621,65190.00000000001,5116.8,0,1,0,0
298.5,308.7,1615,33.3,41,10.199999999999989,5631.776070457742,53779.49999999999,1365.3,0,0,1,0
303.4,311.8,1306,61.0,215,8.400000000000034,8342.604011362815,79666.0,13115.0,0,1,0,1
297.2,307.9,1825,24.6,142,10.699999999999989,4701.393406097125,44895.0,3493.2000000000003,0,1,0,0
297.0,308.1,1363,45.3,196,11.100000000000023,6465.80608813276,61743.899999999994,8878.8,0,0,1,0
301.1,310.4,1312,73.6,49,9.299999999999955,10112.074657570729,96563.2,3606.3999999999996,0,1,0,1
298.5,309.6,1861,26.9,130,11.100000000000023,5242.365189069776,50060.899999999994,3497.0,0,1,0,0
301.4,310.8,1477,50.4,90,9.400000000000034,7795.422346911568,74440.8,4536.0,0,1,0,0
297.6,308.4,1507,46.0,51,10.799999999999955,7259.382864405055,69322.0,2346.0,0,0,1,0
302.9,312.4,1421,46.0,206,9.5,6845.111513151681,65366.0,9476.0,0,0,1,0
297.9,307.6,1493,36.0,161,9.700000000000045,5628.477398171474,53748.0,5796.0,1,0,0,0
301.4,310.9,1440,45.4,177,9.5,6846.158710702877,65376.0,8035.8,0,1,0,0
301.0,310.9,1515,37.3,6,9.899999999999977,5917.661001934413,56509.49999999999,223.79999999999998,0,1,0,0
301.0,310.9,2047,17.9,178,9.899999999999977,3837.067963265989,36641.299999999996,3186.2,0,0,1,0
300.4,311.7,1444,51.2,174,11.300000000000011,7742.224711310781,73932.8,8908.800000000001,0,1,0,0
297.7,309.6,1697,32.2,210,11.900000000000034,5722.243466905618,54643.4,6762.000000000001,1,0,0,0
300.7,310.9,1723,31.0,73,10.199999999999989,5593.396280206388,53413.0,2263.0,0,1,0,0
297.6,309.3,1415,41.3,17,11.699999999999989,6119.770129315357,58439.49999999999,702.0999999999999,0,0,1,0
300.6,310.1,1337,45.8,62,9.5,6412.472316850317,61234.6,2839.6,0,1,0,0
298.8,308.6,1535,41.2,40,9.800000000000011,6622.686753277523,63242.00000000001,1648.0,0,1,0,0
304.2,313.4,1434,42.5,175,9.199999999999989,6382.145475767665,60945.0,7437.5,0,1,0,0
298.9,310.2,1304,57.2,183,11.300000000000011,7810.92087066928,74588.8,10467.6,0,1,0,0
301.2,311.7,1463,48.3,204,10.5,7399.801584045007,70662.9,9853.199999999999,0,1,0,0
297.9,307.6,1515,40.5,118,9.700000000000045,6425.342374754525,61357.5,4779.0,0,1,0,0
300.8,310.8,1634,29.2,149,10.0,4996.472732073303,47712.799999999996,4350.8,0,1,0,0
301.4,310.7,1459,37.7,40,9.300000000000011,5760.036826528302,55004.3,1508.0,0,0,1,0
298.5,309.2,1504,33.7,182,10.699999999999989,5307.699844288933,50684.8,6133.400000000001,0,1,0,0
301.0,309.6,1588,32.7,138,8.600000000000023,5437.845555951645,51927.600000000006,4512.6,0,0,1,0
301.6,310.8,1535,35.4,148,9.199999999999989,5690.366773447192,54339.0,5239.2,0,1,0,0
303.0,311.3,2194,16.5,148,8.300000000000011,3790.959855086803,36201.0,2442.0,0,1,0,0
300.9,310.5,2288,16.1,85,9.600000000000023,3857.5406753918837,36836.8,1368.5000000000002,0,1,0,0
297.0,307.6,1575,37.4,98,10.600000000000023,6168.517175323559,58905.0,3665.2,0,1,0,0
300.7,311.9,1485,38.8,9,11.199999999999989,6033.742850484557,57617.99999999999,349.2,0,1,0,0
302.7,312.0,1652,31.0,81,9.300000000000011,5362.908099188016,51212.0,2511.0,0,0,1,0
300.0,309.6,1496,38.8,27,9.600000000000023,6078.437241969627,58044.799999999996,1047.6,0,1,0,0
298.0,307.6,1509,41.6,33,9.600000000000023,6573.719795783571,62774.4,1372.8,0,1,0,0
298.6,308.4,1391,42.4,169,9.799999999999955,6176.203605349342,58978.4,7165.599999999999,0,0,1,0
301.2,309.9,1515,40.9,21,8.699999999999989,6488.802546357038,61963.5,858.9,0,1,0,0
297.3,308.6,1499,37.6,147,11.300000000000011,5902.256725956312,56362.4,5527.2,1,0,0,0
300.3,311.7,1723,28.3,193,11.399999999999977,5106.2295074142185,48760.9,5461.900000000001,0,0,1,0
301.7,310.6,1417,45.2,185,8.900000000000034,6707.1327638060175,64048.4,8362.0,0,0,1,0
301.7,310.7,1605,33.3,220,9.0,5596.904392002895,53446.49999999999,7325.999999999999,0,1,0,0
298.9,310.2,1533,42.8,138,11.300000000000011,6870.914460813164,65612.4,5906.4,0,1,0,0
298.5,309.4,1364,44.5,162,10.899999999999977,6356.279696253108,60698.0,7209.0,0,1,0,0
300.4,311.6,1200,76.6,3,11.200000000000045,9625.839890599125,91920.0,229.79999999999998,0,1,0,1
297.0,307.9,1493,34.7,57,10.899999999999977,5425.226825459727,51807.100000000006,1977.9,0,0,1,0
300.4,311.4,1728,31.7,133,11.0,5736.296858042675,54777.6,4216.099999999999,0,1,0,0
301.5,310.6,1405,42.3,83,9.100000000000023,6223.65212639406,59431.49999999999,3510.8999999999996,0,1,0,0
300.9,310.8,1790,26.2,191,9.900000000000034,4911.147075601804,46898.0,5004.2,0,0,1,0
302.3,311.0,1609,31.0,190,8.699999999999989,5223.316665613509,49879.0,5890.0,0,1,0,0
299.5,309.2,1499,41.5,175,9.699999999999989,6514.458886361354,62208.5,7262.5,0,1,0,0
300.8,310.7,1586,33.4,142,9.899999999999977,5547.256756100665,52972.399999999994,4742.8,0,1,0,0
297.6,308.7,1552,42.3,27,11.099999999999966,6874.810035703615,65649.59999999999,1142.1,0,1,0,0
298.6,310.1,1533,33.9,24,11.5,5442.149537887062,51968.7,813.5999999999999,0,1,0,0
300.6,309.4,1312,45.2,73,8.799999999999955,6210.132806008111,59302.4,3299.6000000000004,0,0,1,0
302.5,310.3,1488,41.8,160,7.800000000000011,6513.401216834646,62198.399999999994,6688.0,0,0,1,0
300.2,309.8,1526,45.6,175,9.600000000000023,7286.986991854598,69585.6,7980.0,0,1,0,0
300.7,309.5,1692,30.3,64,8.800000000000011,5368.730517572669,51267.6,1939.2,0,1,0,0
301.1,310.1,1540,36.6,28,9.0,5902.424277564503,56364.0,1024.8,0,1,0,0
302.2,311.1,1418,47.0,61,8.900000000000034,6979.152799704846,66646.0,2867.0,0,1,0,0
302.0,311.1,1373,55.7,157,9.100000000000023,8008.558464506613,76476.1,8744.9,0,1,0,0
303.7,312.9,1532,41.3,32,9.199999999999989,6625.786458029064,63271.6,1321.6,0,0,1,0
303.4,311.8,1401,53.0,208,8.400000000000034,7775.755976900096,74253.0,11024.0,0,1,0,1
299.0,308.7,1620,35.4,199,9.699999999999989,6005.468516602248,57348.0,7044.599999999999,0,0,1,0
300.3,309.2,1364,47.6,45,8.899999999999977,6799.076708801078,64926.4,2142.0,0,0,1,0
298.3,307.7,1439,43.8,111,9.399999999999977,6600.297669632939,63028.2,4861.799999999999,0,0,1,0
302.0,310.6,1346,54.7,196,8.600000000000023,7710.117634391095,73626.2,10721.2,1,0,0,0
301.8,310.9,1899,24.7,31,9.099999999999966,4911.911529814177,46905.299999999996,765.6999999999999,0,1,0,0
299.3,309.0,1422,47.3,25,9.699999999999989,7043.513561201387,67260.59999999999,1182.5,0,1,0,0
300.8,310.6,1551,34.5,153,9.800000000000011,5603.501736575436,53509.5,5278.5,0,1,0,0
299.7,311.1,1690,30.6,148,11.400000000000034,5415.477416258086,51714.0,4528.8,0,1,0,0
301.0,312.2,1776,28.8,138,11.199999999999989,5356.289810664453,51148.8,3974.4,0,1,0,0
301.3,310.8,1372,54.2,49,9.5,7787.212318110189,74362.40000000001,2655.8,0,0,1,0
298.6,309.4,1447,40.2,173,10.799999999999955,6091.485323457537,58169.4,6954.6,0,1,0,0
300.7,309.5,1467,44.3,55,8.800000000000011,6805.5379176919605,64988.1,2436.5,0,1,0,0
301.6,310.6,1391,49.4,164,9.0,7195.859860949469,68715.4,8101.599999999999,0,1,0,0
303.9,313.4,1464,49.1,171,9.5,7527.507325413431,71882.40000000001,8396.1,0,0,1,0
298.7,310.1,1506,50.7,53,11.400000000000034,7995.793126357527,76354.2,2687.1000000000004,0,0,1,0
295.9,306.5,1594,33.2,55,10.600000000000023,5541.853216736491,52920.8,1826.0000000000002,1,0,0,0
297.4,308.7,1429,37.6,118,11.300000000000011,5626.634330481368,53730.4,4436.8,1,0,0,0
299.0,310.3,1582,33.3,177,11.300000000000011,5516.699531556748,52680.6,5894.099999999999,0,0,1,0
301.6,310.9,1643,34.1,44,9.299999999999955,5867.060416260594,56026.3,1500.4,0,1,0,0
298.7,309.9,2083,18.2,205,11.199999999999989,3969.9887484393735,37910.6,3731.0,0,0,1,0
301.4,310.6,1381,46.1,70,9.200000000000045,6666.888961913531,63664.1,3227.0,0,1,0,0
300.0,309.0,1622,31.8,103,9.0,5401.403081170003,51579.6,3275.4,1,0,0,0
297.5,308.7,1416,39.2,74,11.199999999999989,5812.70039137798,55507.200000000004,2900.8,1,0,0,0
299.1,308.5,1539,46.8,190,9.399999999999977,7542.461306444519,72025.2,8892.0,0,1,0,0
302.3,311.2,1903,22.9,55,8.899999999999977,4563.550792433117,43578.7,1259.5,0,1,0,0
297.6,308.7,1622,37.9,79,11.099999999999966,6437.52128227494,61473.799999999996,2994.1,0,1,0,0
298.8,309.7,1529,44.0,136,10.899999999999977,7045.126245430231,67276.0,5984.0,0,1,0,0
298.0,308.4,1472,42.0,15,10.399999999999977,6474.194140517845,61824.0,630.0,0,1,0,0
300.3,311.6,1304,62.8,118,11.300000000000011,8575.626410455083,81891.2,7410.4,0,0,1,0
303.4,311.6,1446,50.0,163,8.200000000000045,7571.238295151402,72300.0,8150.0,0,0,1,0
302.4,311.2,1450,47.9,154,8.800000000000011,7273.31059183597,69455.0,7376.599999999999,0,1,0,0
297.5,308.4,1511,42.8,209,10.899999999999977,6772.310339392493,64670.799999999996,8945.199999999999,0,1,0,0
297.4,308.5,1399,61.5,61,11.100000000000023,9009.930650862849,86038.5,3751.5,0,1,0,1
301.0,310.8,1558,34.9,196,9.800000000000011,5694.052908827404,54374.2,6840.4,0,1,0,0
298.6,309.6,1353,62.5,9,11.0,8855.364292306229,84562.5,562.5,0,1,0,0
303.5,312.8,1375,45.7,89,9.300000000000011,6580.32761233162,62837.50000000001,4067.3,0,0,1,0
297.5,308.7,1429,44.3,201,11.199999999999989,6629.252681923525,63304.7,8904.3,0,1,0,0
298.3,308.5,1575,41.2,105,10.199999999999989,6795.264909714723,64890.00000000001,4326.0,0,1,0,0
296.1,307.1,1485,36.0,169,11.0,5598.318108697012,53460.0,6084.0,0,0,1,0
298.1,308.8,1434,41.8,93,10.699999999999989,6277.02778557855,59941.2,3887.3999999999996,0,0,1,0
298.0,308.2,1442,44.1,204,10.199999999999989,6659.359611520428,63592.200000000004,8996.4,0,1,0,0
300.5,311.0,2074,18.9,9,10.5,4104.867793033495,39198.6,170.1,0,1,0,0
298.9,309.6,1583,39.8,202,10.700000000000045,6597.700619705973,63003.399999999994,8039.599999999999,0,1,0,0
298.8,309.5,1645,32.8,157,10.699999999999989,5650.259107236362,53955.99999999999,5149.599999999999,0,1,0,0
301.2,310.5,1505,43.6,78,9.300000000000011,6871.500891441835,65618.0,3400.8,1,0,0,0
299.8,309.7,1368,47.4,148,9.899999999999977,6790.364025175121,64843.2,7015.2,1,0,0,0
299.1,310.2,1711,28.1,17,11.099999999999966,5034.831578373633,48079.100000000006,477.70000000000005,0,0,1,0
298.9,309.9,1501,37.1,70,11.0,5831.539475324007,55687.1,2597.0,0,0,1,0
297.8,308.4,1685,28.4,179,10.599999999999966,5011.259161496199,47854.0,5083.599999999999,0,1,0,0
298.4,308.1,1367,57.8,92,9.700000000000045,8274.180123367629,79012.59999999999,5317.599999999999,0,1,0,0
299.8,311.1,1452,44.3,167,11.300000000000011,6735.951640414947,64323.6,7398.099999999999,0,0,1,0
304.0,313.3,1294,54.6,102,9.300000000000011,7398.70202661625,70652.40000000001,5569.2,0,1,0,0
298.3,309.1,1472,40.1,31,10.800000000000011,6181.313929399181,59027.200000000004,1243.1000000000001,0,1,0,0
297.5,308.4,1489,39.5,96,10.899999999999977,6159.144757240349,58815.5,3792.0,0,1,0,0
301.1,310.6,1310,48.8,103,9.5,6694.52450528961,63927.99999999999,5026.4,0,0,1,0
301.0,312.1,1377,49.9,48,11.100000000000023,7195.535229708598,68712.3,2395.2,0,1,0,0
299.5,310.0,1412,48.9,56,10.5,7230.563987796125,69046.8,2738.4,0,1,0,0
297.1,308.4,1583,38.2,150,11.299999999999955,6332.466423938899,60470.600000000006,5730.0,0,0,1,0
301.0,312.0,1447,36.8,31,11.0,5576.285072219835,53249.6,1140.8,0,1,0,0
301.9,310.8,1540,37.6,83,8.900000000000034,6063.69270044878,57904.0,3120.8,0,1,0,0
298.0,308.2,1365,52.9,218,10.199999999999989,7561.656437557952,72208.5,11532.199999999999,0,1,0,1
298.2,308.1,1532,42.5,154,9.900000000000034,6818.303255841048,65110.0,6545.0,0,1,0,0
300.1,309.6,1376,52.1,147,9.5,7507.31735662636,71689.6,7658.7,0,0,1,0
299.1,308.8,1329,53.6,207,9.699999999999989,7459.648924095893,71234.40000000001,11095.2,0,1,0,1
299.0,309.0,1575,35.3,47,10.0,5822.156585265284,55597.49999999999,1659.1,0,0,1,0
301.5,310.6,1579,28.0,220,9.100000000000023,4629.869813350398,44212.0,6160.0,0,1,0,0
300.7,310.8,1534,41.3,69,10.100000000000023,6634.4363098019485,63354.2,2849.7,0,1,0,0
296.3,307.2,1646,35.0,192,10.899999999999977,6032.9050924436,57610.0,6720.0,0,1,0,0
301.5,310.9,1451,40.6,0,9.399999999999977,6169.1036059522285,58910.6,0.0,0,1,0,0
299.0,310.3,1584,34.4,83,11.300000000000011,5706.137568568212,54489.6,2855.2,0,1,0,0
298.3,307.9,1507,41.2,149,9.599999999999966,6501.882043771485,62088.4,6138.8,0,1,0,0
303.3,311.3,1502,39.5,38,8.0,6212.918351494293,59329.0,1501.0,1,0,0,0
299.6,311.0,1708,31.0,122,11.399999999999977,5544.7015940757465,52948.0,3782.0,0,1,0,0
299.5,309.3,1477,40.4,138,9.800000000000011,6248.711563794193,59670.799999999996,5575.2,0,1,0,0
300.2,310.3,1445,50.9,34,10.100000000000023,7702.190348928535,73550.5,1730.6,0,1,0,0
301.9,310.9,1616,34.5,46,9.0,5838.3357874312715,55752.0,1587.0,0,1,0,0
297.4,308.1,1749,25.9,8,10.700000000000045,4743.710659140979,45299.1,207.2,0,1,0,0
297.7,308.4,1510,38.6,72,10.699999999999989,6103.695646904489,58286.0,2779.2000000000003,0,1,0,0
300.7,309.6,1421,49.8,165,8.900000000000034,7410.577246846819,70765.8,8217.0,0,0,1,0
297.7,309.7,1591,37.7,196,12.0,6281.1642159057765,59980.700000000004,7389.200000000001,0,1,0,0
297.5,308.6,1621,28.9,0,11.100000000000023,4905.795896115189,46846.899999999994,0.0,0,1,0,0
297.4,308.7,1425,50.3,152,11.300000000000011,7506.050247589412,71677.5,7645.599999999999,0,0,1,0
298.9,310.1,1473,42.6,164,11.200000000000045,6571.143689807627,62749.8,6986.400000000001,0,1,0,0
301.4,310.7,1675,30.7,92,9.300000000000011,5384.951607640704,51422.5,2824.4,0,1,0,0
302.5,311.9,1520,44.9,94,9.399999999999977,7146.91384740654,68248.0,4220.599999999999,0,1,0,0
300.8,310.6,1666,36.2,144,9.800000000000011,6315.564655462586,60309.200000000004,5212.8,0,1,0,0
299.5,310.8,1507,40.2,156,11.300000000000011,6344.069372806158,60581.4,6271.200000000001,0,0,1,0
300.7,311.8,1478,41.9,207,11.100000000000023,6485.105939001313,61928.2,8673.3,0,1,0,0
299.0,308.7,1500,40.2,30,9.699999999999989,6314.601233715485,60300.00000000001,1206.0,0,0,1,0
297.6,308.2,2071,18.5,144,10.599999999999966,4012.180337777085,38313.5,2664.0,1,0,0,0
301.7,311.0,1700,28.7,19,9.300000000000011,5109.2768522882,48790.0,545.3,0,1,0,0
298.2,307.9,1551,34.1,190,9.699999999999989,5538.533600499199,52889.100000000006,6479.0,0,1,0,0
303.3,311.8,1315,62.0,42,8.5,8537.801634905862,81530.0,2604.0,0,1,0,1
301.1,311.0,1413,46.6,30,9.899999999999977,6895.356051658094,65845.8,1398.0,0,0,1,0
301.2,310.9,1597,37.9,164,9.699999999999989,6338.299314299063,60526.299999999996,6215.599999999999,0,1,0,0
300.9,310.7,1656,30.7,200,9.800000000000011,5323.868574479407,50839.2,6140.0,1,0,0,0
297.4,309.4,1620,35.4,51,12.0,6005.468516602248,57348.0,1805.3999999999999,0,1,0,0
300.0,310.0,1486,41.8,69,10.0,6504.646645306642,62114.799999999996,2884.2,0,1,0,0
298.9,310.0,1487,36.6,129,11.100000000000023,5699.288896583388,54424.200000000004,4721.400000000001,0,0,1,0
303.7,312.4,1642,32.3,206,8.699999999999989,5553.979764379346,53036.6,6653.799999999999,0,0,1,0
298.8,309.8,1437,48.2,164,11.0,7253.246286755044,69263.40000000001,7904.8,1,0,0,0
300.5,311.0,1759,28.3,13,10.5,5212.9179939301275,49779.700000000004,367.90000000000003,0,1,0,0
301.2,310.9,1416,53.3,66,9.699999999999989,7903.493134195059,75472.8,3517.7999999999997,0,1,0,0
300.3,309.2,1462,51.4,48,8.899999999999977,7869.354494026049,75146.8,2467.2,0,1,0,0
297.3,308.6,1586,37.7,155,11.300000000000011,6261.424542065722,59792.200000000004,5843.5,0,1,0,0
298.5,310.0,1492,41.2,19,11.5,6437.1652351075345,61470.4,782.8000000000001,0,1,0,0
299.1,309.0,1450,43.0,40,9.899999999999977,6529.276731710787,62350.0,1720.0,0,1,0,0
302.2,311.2,1471,41.9,166,9.0,6454.391634824718,61634.9,6955.4,0,0,1,0
301.4,310.7,1375,42.0,168,9.300000000000011,6047.565858160351,57750.0,7056.0,0,0,1,0
298.3,308.9,1363,46.1,5,10.599999999999966,6579.992509115238,62834.3,230.5,0,0,1,0
298.6,309.2,2035,19.6,40,10.599999999999966,4176.85215270275,39886.0,784.0,0,1,0,0
302.6,311.9,1397,46.9,82,9.299999999999955,6861.165051611523,65519.299999999996,3845.7999999999997,0,1,0,0
